0	5.936106149611935
1	5.181446672254993
2	4.637758713383828
3	4.317264409219065
4	4.137558104915003
5	4.032911176066245
6	3.6475321938914638
7	3.7289171726472916
8	3.520112379135624
9	3.390625315327798
10	3.348144986552577
11	3.3812441133683726
12	3.301822626975275
13	3.113701383529171
14	3.042246735480524
15	2.877547131046172
16	2.884210701142588
17	2.8100201799023536
18	2.7279207898724462
19	2.736878661186464
20	2.7087899192687
21	2.5901855138040357
22	2.6389640377413843
23	2.5697406122761386
24	2.517809949382659
25	2.5399867473110076
26	2.5325607738187235
27	2.4757347760661954
28	2.4694088720506238
29	2.4297362127611715
30	2.432525021030057
31	2.4225743355289584
32	2.3576232540991997
33	2.3503382690491215
34	2.3739188078911075
35	2.3459432986474806
36	2.3429448612274664
37	2.3239905980325513
38	2.3218601442152456
39	2.3110469010568435
40	2.33495298201038
41	2.357893987624876
42	2.342292692584376
